Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_Bayesian_std,log10_H2_Bayesian_std,log10_O2_Bayesian_std,log10_N2_Bayesian_std,log10_CH4_Bayesian_std,log10_CO2_Bayesian_std
Silicone rubber and variants,PDMSM,Poly(dimethyl silmethylene),98,,101,,549,130,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607,1.991226076,,2.004321374,,2.739572344,2.113943352,1.991226076,2.287012221,2.004321374,1.604705214,2.739572344,2.113943352,0.086593409,0.096977817,0.070920171,0.081512238,0.133595118,0.142162817
Silicone rubber and variants,PSES,Poly(silethylene siloxane),272,,394,,1883,597,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607,2.434568904,,2.595496222,,3.27485032,2.775974331,2.434568904,2.780003911,2.595496222,2.254639965,3.27485032,2.775974331,0.086529517,0.096972705,0.070952488,0.081535084,0.133620544,0.142405253
Silicone rubber and variants,PSHS,Poly(silhexylene siloxane),194,,265,,1306,395,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607,2.28780173,,2.423245874,,3.115943177,2.596597096,2.28780173,2.622212358,2.423245874,2.066853327,3.115943177,2.596597096,0.08651052,0.096881054,0.070914768,0.081476408,0.133528644,0.14227406
Silicone rubber and variants,PSOS,Poly(siloctylene siloxane),174,,237,,1199,360,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607,2.240549248,,2.374748346,,3.078819183,2.556302501,2.240549248,2.5742082,2.374748346,2.016980753,3.078819183,2.556302501,0.086522357,0.096878886,0.070909244,0.081472707,0.133520234,0.142230883
Silicone rubber and variants,PMSS,Poly(meta-silphenylene siloxane),84,,74,,518,106,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607,1.924279286,,1.86923172,,2.71432976,2.025305865,1.924279286,2.212313337,1.86923172,1.49610235,2.71432976,2.025305865,0.087011184,0.097817828,0.071111694,0.081967859,0.134230754,0.142390774
Silicone rubber and variants,PSPS,Poly(para-silphenylene siloxane),83,,11,,65,12,,Stern 1987,http://dx.doi.org/10.1002/polb.1987.090250607,1.919078092,,1.041392685,,1.812913357,1.079181246,1.919078092,1.932099645,1.041392685,0.817691603,1.812913357,1.079181246,0.087975988,0.101460227,0.071696545,0.084024118,0.136131983,0.14567783
Silicone rubber and variants,PDMS,Poly(dimethylsiloxane),,890,800,400,3800,1200,,Merkel 2000,http://dx.doi.org/10.1002/(SICI)1099-0488(20000201)38:3%3C415::AID-POLB8%3E3.0.CO;2-Z,,2.949390007,2.903089987,2.602059991,3.579783597,3.079181246,2.650989092,2.949390007,2.903089987,2.602059991,3.579783597,3.079181246,0.086217486,0.096686014,0.071056167,0.081519934,0.133852952,0.142271391
Substituted Polyacetylenes,,Poly(diphenyl acetylene),3400,,6000,4700,9000,3700,,Teraguchi 2002,http://dx.doi.org/10.1021/ma011537f,3.531478917,,3.77815125,3.672097858,3.954242509,3.568201724,3.531478917,3.734296972,3.77815125,3.672097858,3.954242509,3.568201724,0.08517207,0.094437201,0.070062674,0.081160567,0.132912576,0.14119877
Substituted Polyacetylenes,,Poly[1-phenyl-2-p(trimethylsilyl acetylene],1000,,1550,520,4700,1500,,Teraguchi 2002,http://dx.doi.org/10.1021/ma011537f,3,,3.190331698,2.716003344,3.672097858,3.176091259,3,3.401213281,3.190331698,2.716003344,3.672097858,3.176091259,0.08691018,0.097487859,0.071389703,0.081453089,0.134009622,0.143767259
Substituted Polyacetylenes,,Poly(tert-butyl acetylene),810,1150,300,100,1360,160,,Kojima 1985,http://dx.doi.org/10.1002/app.1985.070300427,2.908485019,3.06069784,2.477121255,2,3.133538908,2.204119983,2.908485019,3.06069784,2.477121255,2,3.133538908,2.204119983,0.087501645,0.100305616,0.07240731,0.083036609,0.136245186,0.145557926
Substituted Polyacetylenes,,Poly(1-chloro-2-phenylacetylene),34.8,44.8,8,1.7,61,2.6,,Kojima 1985,http://dx.doi.org/10.1002/app.1985.070300427,1.541579244,1.651278014,0.903089987,0.230448921,1.785329835,0.414973348,1.541579244,1.651278014,0.903089987,0.230448921,1.785329835,0.414973348,0.087666319,0.099090839,0.071779469,0.082485456,0.13585873,0.143221706
Substituted Polyacetylenes,,Poly(o-(trimethylgermyl)phenyl)acetylene,160,330,110,55,270,69,,Mizumoto 1993,http://dx.doi.org/10.1002/pola.1993.080311016,2.204119983,2.51851394,2.041392685,1.740362689,2.431363764,1.838849091,2.204119983,2.51851394,2.041392685,1.740362689,2.431363764,1.838849091,0.085783401,0.094812425,0.069726178,0.081118114,0.13241938,0.140956346
Substituted Polyacetylenes,,Poly(o-(trimethylsilyl)phenyl)acetylene,170,290,78,24,290,38,,,,2.230448921,2.462397998,1.892094603,1.380211242,2.462397998,1.579783597,2.230448921,2.462397998,1.892094603,1.380211242,2.462397998,1.579783597,0.086734466,0.097329555,0.070988275,0.081748061,0.134036976,0.142897923
Substituted Polyacetylenes,,Poly[1-phenyl-2-[p-triphenylsilylphenyl]acetylene,33,51.7,12.1,2.78,78.8,5.58,,Yampolskii 2001,http://dx.doi.org/10.1021/ma000628u,1.51851394,1.713490543,1.08278537,0.444044796,1.896526217,0.746634199,1.51851394,1.713490543,1.08278537,0.444044796,1.896526217,0.746634199,0.087319138,0.098051438,0.071353326,0.081918512,0.134772952,0.142716225
Substituted Polyacetylenes,,Poly[1-phenyl-2-[p-(triisopropylsilyl)phenyl]acetylene,315,530,230,91,1300,240,,Yampolskii 2001,http://dx.doi.org/10.1021/ma000628u,2.498310554,2.72427587,2.361727836,1.959041392,3.113943352,2.380211242,2.498310554,2.72427587,2.361727836,1.959041392,3.113943352,2.380211242,0.087049561,0.098787107,0.071771156,0.08231732,0.135001124,0.143817757
Substituted Polyacetylenes,,Poly[1-[p-trimethylsilyl]phenyl]-2-(2-fluorenyl)acetylene,1300,3100,1650,950,6450,2000,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a,3.113943352,3.491361694,3.217483944,2.977723605,3.809559715,3.301029996,3.113943352,3.491361694,3.217483944,2.977723605,3.809559715,3.301029996,0.086727731,0.097437948,0.070869027,0.082101745,0.134308771,0.142874649
Substituted Polyacetylenes,,Poly[1-phenyl]-2-(2-fluorenyl)acetylene,1600,3650,2150,1300,8500,2400,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a,3.204119983,3.562292864,3.33243846,3.113943352,3.929418926,3.380211242,3.204119983,3.562292864,3.33243846,3.113943352,3.929418926,3.380211242,0.086581929,0.097241217,0.070819341,0.082099888,0.134425101,0.142608241
Substituted Polyacetylenes,,Poly[1-[p-trimethylsilyl]phenyl]-2-(2-phenanthryl)acetylene,450,900,460,190,2100,500,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a,2.653212514,2.954242509,2.662757832,2.278753601,3.322219295,2.698970004,2.653212514,2.954242509,2.662757832,2.278753601,3.322219295,2.698970004,0.086786728,0.097824978,0.071338021,0.081902073,0.134316639,0.143256024
Substituted Polyacetylenes,,Poly[1-phenyl]-2-(2-phenanthryl)acetylene,1150,2500,1300,650,5300,1450,,Sakaguchi 2004,http://dx.doi.org/10.1021/ma035993a,3.06069784,3.397940009,3.113943352,2.812913357,3.72427587,3.161368002,3.06069784,3.397940009,3.113943352,2.812913357,3.72427587,3.161368002,0.086813858,0.097904251,0.071219729,0.082150247,0.134541263,0.143359707
Substituted Polyacetylenes,,Polyacetylene 2c,530,1000,470,210,2300,540,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851,2.72427587,3,2.672097858,2.322219295,3.361727836,2.73239376,2.72427587,3,2.672097858,2.322219295,3.361727836,2.73239376,0.086932506,0.098422866,0.071517191,0.082232553,0.134698845,0.143650026
Substituted Polyacetylenes,,Polyacetylene 2d,1600,3900,2100,1300,7200,3300,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851,3.204119983,3.591064607,3.322219295,3.113943352,3.857332496,3.51851394,3.204119983,3.591064607,3.322219295,3.113943352,3.857332496,3.51851394,0.086804123,0.09777633,0.071022208,0.082164081,0.134104283,0.14350383
Substituted Polyacetylenes,,Polyacetylene 2e,790,1500,830,390,3800,1100,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851,2.897627091,3.176091259,2.919078092,2.591064607,3.579783597,3.041392685,2.897627091,3.176091259,2.919078092,2.591064607,3.579783597,3.041392685,0.086862498,0.098525445,0.071686338,0.082222345,0.134684491,0.14399963
Substituted Polyacetylenes,,Polyacetylene 2f,840,1600,810,430,2900,1100,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851,2.924279286,3.204119983,2.908485019,2.633468456,3.462397998,3.041392685,2.924279286,3.204119983,2.908485019,2.633468456,3.462397998,3.041392685,0.08662277,0.098020138,0.071334448,0.082087835,0.134064316,0.143799772
Substituted Polyacetylenes,,Polyacetylene 3c,190,340,82,23,530,46,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851,2.278753601,2.531478917,1.913813852,1.361727836,2.72427587,1.662757832,2.278753601,2.531478917,1.913813852,1.361727836,2.72427587,1.662757832,0.087809652,0.099477883,0.071815192,0.082628243,0.135793212,0.143967947
Substituted Polyacetylenes,,Polyacetylene 3d,810,1700,580,210,3000,490,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738806003851,2.908485019,3.230448921,2.763427994,2.322219295,3.477121255,2.69019608,2.908485019,3.230448921,2.763427994,2.322219295,3.477121255,2.69019608,0.087690796,0.099594253,0.071914181,0.082682494,0.135660707,0.144603967
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2a,3200,8100,4800,3300,17000,9100,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392,0.08704954,0.098508088,0.071321837,0.082510557,0.134606203,0.144193763
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2b,4600,11000,6200,4700,21000,11000,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.662757832,4.041392685,3.792391689,3.672097858,4.322219295,4.041392685,3.662757832,4.041392685,3.792391689,3.672097858,4.322219295,4.041392685,0.087074631,0.098738226,0.071342337,0.082752647,0.134939601,0.144401159
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2c,4100,9900,5900,4200,18000,11000,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.612783857,3.995635195,3.770852012,3.62324929,4.255272505,4.041392685,3.612783857,3.995635195,3.770852012,3.62324929,4.255272505,4.041392685,0.086959939,0.098528891,0.071387988,0.082523523,0.134520714,0.144469912
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2d,5000,11000,6600,5100,26000,12000,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.698970004,4.041392685,3.819543936,3.707570176,4.414973348,4.079181246,3.698970004,4.041392685,3.819543936,3.707570176,4.414973348,4.079181246,0.087120584,0.099224508,0.07158782,0.082984394,0.135422479,0.144629095
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2e,2100,5000,2700,1700,9200,4200,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.322219295,3.698970004,3.431363764,3.230448921,3.963787827,3.62324929,3.322219295,3.698970004,3.431363764,3.230448921,3.963787827,3.62324929,0.086874302,0.098084851,0.071166932,0.082308989,0.134345466,0.143813124
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2f,3400,8700,5000,3500,17000,9300,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.531478917,3.939519253,3.698970004,3.544068044,4.230448921,3.968482949,3.531478917,3.939519253,3.698970004,3.544068044,4.230448921,3.968482949,0.08705789,0.098459951,0.071270222,0.082523923,0.134587725,0.144189526
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2g,2700,6300,3500,2500,11000,6600,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.431363764,3.799340549,3.544068044,3.397940009,4.041392685,3.819543936,3.431363764,3.799340549,3.544068044,3.397940009,4.041392685,3.819543936,0.086894153,0.098359552,0.071256957,0.082456003,0.134317261,0.144230613
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2h,520,1100,470,210,1900,550,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,2.716003344,3.041392685,2.672097858,2.322219295,3.278753601,2.740362689,2.716003344,3.041392685,2.672097858,2.322219295,3.278753601,2.740362689,0.086913501,0.09801463,0.071239185,0.082027733,0.134141371,0.143543875
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2i,1500,3700,2000,1100,8000,3000,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.176091259,3.568201724,3.301029996,3.041392685,3.903089987,3.477121255,3.176091259,3.568201724,3.301029996,3.041392685,3.903089987,3.477121255,0.087017826,0.098200585,0.071260597,0.082254195,0.134478499,0.143715189
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2j,3400,8500,5400,3400,18000,10000,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,3.531478917,3.929418926,3.73239376,3.531478917,4.255272505,4,3.531478917,3.929418926,3.73239376,3.531478917,4.255272505,4,0.087002979,0.098538265,0.071496203,0.082384744,0.134503761,0.144427592
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2k,600,1400,660,400,3200,810,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,2.77815125,3.146128036,2.819543936,2.602059991,3.505149978,2.908485019,2.77815125,3.146128036,2.819543936,2.602059991,3.505149978,2.908485019,0.086757172,0.097227115,0.070579394,0.082136501,0.13431368,0.142192563
Substituted Polyacetylenes,,Fluorenyl-poly(diarylacetylene) 2l,840,1900,1000,540,4100,1500,,Fukui 2009,http://www.sciencedirect.com/science/article/pii/S0032386109005552,2.924279286,3.278753601,3,2.73239376,3.612783857,3.176091259,2.924279286,3.278753601,3,2.73239376,3.612783857,3.176091259,0.086824363,0.09790113,0.071149794,0.082090668,0.134151199,0.143393534
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2a,,,34,11,170,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,1.531478917,1.041392685,2.230448921,,2.036731993,2.179001609,1.531478917,1.041392685,2.230448921,1.188452178,0.086901931,0.098074877,0.071185624,0.082223178,0.134777327,0.142941561
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2b,,,29,9.1,120,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,1.462397998,0.959041392,2.079181246,,2.029256069,2.140112229,1.462397998,0.959041392,2.079181246,1.056443146,0.086686146,0.097779383,0.071116409,0.082066354,0.134444636,0.143012352
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2c,,,26,7.5,100,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,1.414973348,0.875061263,2,,2.02602504,2.126579592,1.414973348,0.875061263,2,0.939125034,0.086702405,0.097781691,0.071159306,0.082031193,0.134454651,0.143152415
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2d,,,25,7.9,110,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,1.397940009,0.897627091,2.041392685,,1.972348767,2.081221465,1.397940009,0.897627091,2.041392685,1.004513647,0.086725463,0.097839424,0.071113837,0.082104694,0.134498701,0.142948258
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3a desilylated,,,1200,740,4200,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,3.079181246,2.86923172,3.62324929,,3.043976771,3.319451774,3.079181246,2.86923172,3.62324929,3.16410057,0.086300117,0.097253236,0.070934402,0.082013936,0.134046779,0.142919652
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3b desilylated,,,300,150,1100,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,2.477121255,2.176091259,3.041392685,,2.660909628,2.870339997,2.477121255,2.176091259,3.041392685,2.401469052,0.086349957,0.097340136,0.070944145,0.081995725,0.134062746,0.142871037
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3c desilylated,,,820,360,3000,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,2.913813852,2.556302501,3.477121255,,2.987451145,3.267387459,2.913813852,2.556302501,3.477121255,2.789170955,0.086691476,0.097741897,0.07121199,0.082103882,0.134607312,0.143326499
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 3d desilylated,,,37,11,160,,,Takeda 2010,http://www.sciencedirect.com/science/article/pii/S0032386110000510,,,1.568201724,1.041392685,2.204119983,,2.104634119,2.239622539,1.568201724,1.041392685,2.204119983,1.145958271,0.08685208,0.09798393,0.071221465,0.082133408,0.134698043,0.143146635
Substituted Polyacetylenes,,Poly(diphenyl acetylene) Poly 1,11200,24800,14400,11600,38700,29100,,Hu 2007,http://dx.doi.org/10.1039/B712327B,4.049218023,4.394451681,4.158362492,4.064457989,4.587710965,4.463892989,4.049218023,4.394451681,4.158362492,4.064457989,4.587710965,4.463892989,0.087286889,0.099884437,0.072011791,0.083190165,0.135348833,0.146069627
Substituted Polyacetylenes,,Poly(diphenyl acetylene) Poly 2,10100,23200,12500,10000,35100,24200,,Hu 2007,http://dx.doi.org/10.1039/B712327B,4.004321374,4.365487985,4.096910013,4,4.545307116,4.383815366,4.004321374,4.365487985,4.096910013,4,4.545307116,4.383815366,0.087378693,0.099831965,0.071883393,0.08321058,0.135404856,0.145873078
Substituted Polyacetylenes,,Poly(diphenyl acetylene) Poly 3,3500,7700,3900,2700,11400,6600,,Hu 2007,http://dx.doi.org/10.1039/B712327B,3.544068044,3.886490725,3.591064607,3.431363764,4.056904851,3.819543936,3.544068044,3.886490725,3.591064607,3.431363764,4.056904851,3.819543936,0.087013374,0.098831018,0.07149293,0.082652821,0.134601454,0.144813839
Substituted Polyacetylenes,PTMSP,,9700,25000,14800,11700,47000,30000,,Hu 2007,http://dx.doi.org/10.1039/B712327B,3.986771734,4.397940009,4.170261715,4.068185862,4.672097858,4.477121255,3.986771734,4.397940009,4.170261715,4.068185862,4.672097858,4.477121255,0.087398898,0.099498982,0.071697564,0.083070126,0.135373019,0.145323436
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2b p-F,15800,33300,17900,15600,47000,34300,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,4.198657087,4.522444234,4.252853031,4.193124598,4.672097858,4.53529412,4.198657087,4.522444234,4.252853031,4.193124598,4.672097858,4.53529412,0.087433326,0.100359083,0.072129034,0.083538107,0.135843039,0.146508001
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2c m-F,12800,27000,14300,12000,35200,27800,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,4.10720997,4.431363764,4.155336037,4.079181246,4.546542663,4.444044796,4.10720997,4.431363764,4.155336037,4.079181246,4.546542663,4.444044796,0.087358933,0.100145919,0.072085144,0.0833704,0.135491876,0.146433929
Substituted Polyacetylenes,,"Poly(diphenyl acetylene) 2e p,m-F",17800,36800,18700,16600,44200,35000,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,4.250420002,4.565847819,4.271841607,4.220108088,4.645422269,4.544068044,4.250420002,4.565847819,4.271841607,4.220108088,4.645422269,4.544068044,0.087483659,0.100483312,0.072181379,0.083618458,0.135855793,0.146789862
Substituted Polyacetylenes,,"Poly(diphenyl acetylene) 2f m,m-F",13700,28500,15200,13100,36100,29100,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,4.136720567,4.45484486,4.181843588,4.117271296,4.557507202,4.463892989,4.136720567,4.45484486,4.181843588,4.117271296,4.557507202,4.463892989,0.087316453,0.100077277,0.072054595,0.083376804,0.135491577,0.146405093
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2g p-Cl,9300,20600,11700,9200,35200,22700,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,3.968482949,4.31386722,4.068185862,3.963787827,4.546542663,4.356025857,3.968482949,4.31386722,4.068185862,3.963787827,4.546542663,4.356025857,0.087300351,0.099846607,0.071943729,0.083188339,0.135453559,0.145811198
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2h p-Br,9200,20700,11400,9200,32800,22400,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,3.963787827,4.315970345,4.056904851,3.963787827,4.515873844,4.350248018,3.963787827,4.315970345,4.056904851,3.963787827,4.515873844,4.350248018,0.087308085,0.099752229,0.071856524,0.083175003,0.135353584,0.145759634
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2i p-Me,5000,10800,5700,4100,16900,10100,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,3.698970004,4.033423755,3.755874856,3.612783857,4.227886705,4.004321374,3.698970004,4.033423755,3.755874856,3.612783857,4.227886705,4.004321374,0.08711383,0.099282509,0.071713558,0.082866268,0.134940179,0.145267129
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2k none,10500,24100,12900,10400,36400,25200,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,4.021189299,4.382017043,4.11058971,4.017033339,4.561101384,4.401400541,4.021189299,4.382017043,4.11058971,4.017033339,4.561101384,4.401400541,0.087412595,0.09992234,0.071912013,0.083257843,0.135466838,0.14595345
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2m p-SiMe3,530,1100,450,170,2000,470,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,2.72427587,3.041392685,2.653212514,2.230448921,3.301029996,2.672097858,2.72427587,3.041392685,2.653212514,2.230448921,3.301029996,2.672097858,0.087217943,0.098682833,0.071643495,0.082158258,0.134638339,0.144132456
Substituted Polyacetylenes,,Poly(diphenyl acetylene) 2m-D none,200,360,86,30,390,60,,Hu 2008,http://dx.doi.org/10.1021/ma801845g,2.301029996,2.556302501,1.934498451,1.477121255,2.591064607,1.77815125,2.301029996,2.556302501,1.934498451,1.477121255,2.591064607,1.77815125,0.087282083,0.098581996,0.071315376,0.082301092,0.134611285,0.143744546
Substituted Polyacetylenes,,Poly(diarylacetylene) 2a,560,1200,620,250,3300,730,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.748188027,3.079181246,2.792391689,2.397940009,3.51851394,2.86332286,2.748188027,3.079181246,2.792391689,2.397940009,3.51851394,2.86332286,0.087153954,0.09848639,0.071605408,0.082159744,0.134863691,0.14364207
Substituted Polyacetylenes,,Poly(diarylacetylene) 2b,370,810,390,160,2200,450,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.568201724,2.908485019,2.591064607,2.204119983,3.342422681,2.653212514,2.568201724,2.908485019,2.591064607,2.204119983,3.342422681,2.653212514,0.087110941,0.098129872,0.071329586,0.082093465,0.134671961,0.143090866
Substituted Polyacetylenes,,Poly(diarylacetylene) 2c,240,420,140,44,640,120,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.380211242,2.62324929,2.146128036,1.643452676,2.806179974,2.079181246,2.380211242,2.62324929,2.146128036,1.643452676,2.806179974,2.079181246,0.087253057,0.09893,0.07184876,0.082098731,0.134611523,0.14440866
Substituted Polyacetylenes,,Poly(diarylacetylene) 2f,840,1900,1000,540,4100,1500,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.924279286,3.278753601,3,2.73239376,3.612783857,3.176091259,2.924279286,3.278753601,3,2.73239376,3.612783857,3.176091259,0.086824363,0.09790113,0.071149794,0.082090668,0.134151199,0.143393534
Substituted Polyacetylenes,,Poly(diarylacetylene) 2g,480,980,440,190,1900,500,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.681241237,2.991226076,2.643452676,2.278753601,3.278753601,2.698970004,2.681241237,2.991226076,2.643452676,2.278753601,3.278753601,2.698970004,0.086890067,0.098044694,0.071315819,0.082016392,0.134259977,0.143495864
Substituted Polyacetylenes,,Poly(diarylacetylene) 2h,3400,8500,5400,3400,18000,10000,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,3.531478917,3.929418926,3.73239376,3.531478917,4.255272505,4,3.531478917,3.929418926,3.73239376,3.531478917,4.255272505,4,0.087002979,0.098538265,0.071496203,0.082384744,0.134503761,0.144427592
Substituted Polyacetylenes,,Poly(diarylacetylene) 3a,260,580,260,95,1600,260,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.414973348,2.763427994,2.414973348,1.977723605,3.204119983,2.414973348,2.414973348,2.763427994,2.414973348,1.977723605,3.204119983,2.414973348,0.087237536,0.098077528,0.071306538,0.082061031,0.134799522,0.142872983
Substituted Polyacetylenes,,Poly(diarylacetylene) 3b,200,440,180,65,1300,170,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.301029996,2.643452676,2.255272505,1.812913357,3.113943352,2.230448921,2.301029996,2.643452676,2.255272505,1.812913357,3.113943352,2.230448921,0.087428287,0.098309913,0.071317752,0.082250916,0.135153207,0.142696782
Substituted Polyacetylenes,,Poly(diarylacetylene) 3f,1100,2500,1300,870,4900,2300,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,3.041392685,3.397940009,3.113943352,2.939519253,3.69019608,3.361727836,3.041392685,3.397940009,3.113943352,2.939519253,3.69019608,3.361727836,0.08676475,0.097846322,0.070962827,0.082235602,0.134063307,0.143388345
Substituted Polyacetylenes,,Poly(diarylacetylene) 3g,890,2000,830,420,3400,940,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.949390007,3.301029996,2.919078092,2.62324929,3.531478917,2.973127854,2.949390007,3.301029996,2.919078092,2.62324929,3.531478917,2.973127854,0.087022694,0.098118322,0.071126106,0.082284051,0.134520676,0.143483029
Substituted Polyacetylenes,,Poly(diarylacetylene) 3h,8800,19000,9800,8100,24000,19000,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,3.944482672,4.278753601,3.991226076,3.908485019,4.380211242,4.278753601,3.944482672,4.278753601,3.991226076,3.908485019,4.380211242,4.278753601,0.087240967,0.099642248,0.071822896,0.083136093,0.135093855,0.145900047
Substituted Polyacetylenes,,Poly(diarylacetylene) 2i,170,330,130,46,840,120,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.230448921,2.51851394,2.113943352,1.662757832,2.924279286,2.079181246,2.230448921,2.51851394,2.113943352,1.662757832,2.924279286,2.079181246,0.087226095,0.098285633,0.071397947,0.082142117,0.134874188,0.142954529
Substituted Polyacetylenes,,Poly(diarylacetylene) 2j,600,1400,660,300,3200,810,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.77815125,3.146128036,2.819543936,2.477121255,3.505149978,2.908485019,2.77815125,3.146128036,2.819543936,2.477121255,3.505149978,2.908485019,0.087081469,0.098086861,0.071222468,0.082136501,0.134520397,0.143271108
Substituted Polyacetylenes,,Poly(diarylacetylene) 2k,3200,8100,4800,3300,17000,9100,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392,0.08704954,0.098508088,0.071321837,0.082510557,0.134606203,0.144193763
